sender_id,receiver_id,amount,timestamp,agent_id,device_id,is_fraud,fraud_scenario
U_1689,U_908,3867.71,2025-01-07 15:54:51,A_349,D_140,0,none
U_8963,U_7663,711.07,2025-02-12 01:17:07,A_146,D_2235,0,none
U_249,U_5094,3579.13,2025-01-16 17:19:12,A_86,D_1963,0,none
U_6323,U_8257,3479.15,2025-01-15 15:49:24,A_162,D_4241,0,none
U_1731,U_1897,1483.54,2025-01-13 23:56:05,A_210,D_291,0,none
U_2112,U_9205,4187.79,2025-01-11 05:40:45,A_260,D_2196,0,none
U_6902,U_4187,2500.19,2025-02-03 02:16:34,A_356,D_3811,0,none
U_2797,U_6137,387.07,2025-01-31 01:50:40,A_377,D_3374,0,none
U_8941,U_163,1688.7,2025-01-29 03:39:37,A_254,D_1586,0,none
U_7793,U_3890,535.4,2025-02-04 00:20:19,A_78,D_1355,0,none
U_3771,U_5420,75.26,2025-02-13 16:46:22,A_244,D_642,0,none
U_9638,U_3939,1318.27,2025-01-24 14:16:12,A_242,D_1141,0,none
U_1652,U_4337,145.94,2025-01-07 21:19:06,A_35,D_673,0,none
U_6435,U_5976,3387.15,2025-02-11 15:14:18,A_251,D_705,0,none
U_4987,U_4923,1568.09,2025-02-12 10:54:53,A_267,D_3889,0,none
U_6758,U_6633,1591.37,2025-01-14 04:32:31,A_396,D_2863,0,none
U_7911,U_1993,136.5,2025-02-02 07:06:45,A_253,D_3786,0,none
U_1390,U_6984,1778.17,2025-01-24 14:34:48,A_27,D_1877,0,none
U_6916,U_7230,4383.75,2025-02-13 18:21:32,A_175,D_1844,0,none
U_3972,U_347,13161.400000000001,2025-01-07 03:09:56,A_371,D_3624,1,fraud_ring
U_6572,U_781,1664.05,2025-01-21 20:06:00,A_48,D_1451,0,none
U_6677,U_7336,3586.87,2025-02-10 07:23:17,A_48,D_1804,0,none
U_5062,U_9632,1701.52,2025-02-11 21:35:22,A_253,D_803,0,none
U_2097,U_7322,849.43,2025-02-13 12:12:43,A_338,D_4284,0,none
U_565,U_9021,243.88,2025-02-06 15:03:23,A_132,D_231,1,loan_fraud
U_3475,U_7436,1625.17,2025-01-19 12:22:15,A_304,D_1356,0,none
U_94,U_4440,622.17,2025-01-16 05:08:27,A_354,D_2907,0,none
U_1665,U_6611,1405.66,2025-01-26 16:20:54,A_114,D_840,0,none
U_8972,U_4754,3664.57,2025-01-05 11:32:29,A_51,D_3579,0,none
U_8987,U_2823,1637.35,2025-01-24 12:21:08,A_261,D_2907,0,none
U_4711,U_3880,549.25,2025-01-16 09:43:12,A_49,D_3432,0,none
U_8944,U_8632,781.77,2025-01-12 17:38:54,A_145,D_1996,0,none
U_2427,U_2886,3381.68,2025-01-22 01:16:35,A_23,D_1515,0,none
U_4187,U_2381,6600.67,2025-02-13 03:16:05,A_105,D_230,0,none
U_8593,U_3481,2117.01,2025-02-02 15:54:46,A_230,D_2944,0,none
U_9565,U_8908,43.08,2025-01-11 10:17:45,A_183,D_1121,0,none
U_5340,U_2210,928.54,2025-01-23 05:25:01,A_319,D_2466,0,none
U_1404,U_7481,5993.96,2025-02-03 02:14:36,A_172,D_180,0,none
U_9711,U_3941,511.88,2025-01-06 19:11:23,A_178,D_2299,0,none
U_8150,U_1498,2730.81,2025-02-12 15:40:36,A_50,D_52,0,none
U_1801,U_8700,3273.97,2025-01-11 12:22:34,A_303,D_3407,0,none
U_1157,U_677,1845.64,2025-01-17 14:32:34,A_364,D_4522,0,none
U_3201,U_1430,5478.1,2025-01-09 15:45:40,A_244,D_2545,0,none
U_5035,U_5528,4624.35,2025-01-06 22:56:39,A_379,D_175,0,none
U_9723,U_182,3580.76,2025-01-11 22:52:18,A_150,D_939,0,none
U_3092,U_7156,312.1,2025-01-07 19:42:03,A_89,D_2387,0,none
U_3203,U_3024,3785.21,2025-01-29 13:28:13,A_285,D_437,0,none
U_8027,U_6978,1244.7,2025-01-06 15:23:54,A_167,D_2819,0,none
U_4222,U_9426,503.76,2025-02-03 07:56:37,A_337,D_2598,0,none
U_9252,U_171,50.56,2025-02-05 11:31:20,A_39,D_3480,0,none
U_685,U_8029,6247.4,2025-02-12 05:17:45,A_370,D_3773,0,none
U_3377,U_2890,483.1,2025-01-22 02:12:55,A_31,D_1494,0,none
U_8666,U_806,181.82,2025-01-20 08:27:14,A_84,D_1342,0,none
U_2563,U_3415,4785.34,2025-01-04 04:26:13,A_116,D_3013,0,none
U_6867,U_2938,7222.45,2025-01-19 16:07:13,A_268,D_563,0,none
U_1067,U_5257,179.17,2025-02-11 21:27:55,A_272,D_366,0,none
U_4542,U_121,128.78,2025-01-07 18:06:09,A_369,D_4261,1,business_fraud
U_1200,U_4763,161.87,2025-01-11 07:32:47,A_342,D_3561,0,none
U_2278,U_5840,342.07,2025-02-06 16:05:56,A_233,D_3349,0,none
U_1159,U_999,1927.13,2025-01-13 08:22:32,A_145,D_1123,0,none
U_1315,U_515,1116.55,2025-02-13 00:58:37,A_128,D_339,0,none
U_6863,U_7019,5722.09,2025-01-21 23:18:02,A_54,D_426,0,none
U_4114,U_6814,2115.72,2025-02-05 16:10:00,A_306,D_4510,0,none
U_9685,U_2737,475.33,2025-02-07 03:21:22,A_53,D_3837,0,none
U_1371,U_9017,3533.49,2025-01-07 20:53:29,A_109,D_4499,0,none
U_1736,U_2524,4246.59,2025-01-11 09:46:03,A_22,D_1051,0,none
U_2008,U_1442,1977.14,2025-01-08 09:42:14,A_158,D_1857,0,none
U_7488,U_6752,840.71,2025-01-15 05:30:48,A_288,D_2013,0,none
U_1224,U_4675,888.86,2025-02-11 03:58:49,A_183,D_1924,0,none
U_9869,U_5726,1075.03,2025-01-31 23:22:49,A_231,D_3303,0,none
U_1224,U_8334,3951.44,2025-01-21 11:25:30,A_237,D_348,0,none
U_2292,U_6203,1767.35,2025-01-07 20:05:07,A_305,D_3379,0,none
U_3288,U_3428,60.61,2025-02-10 06:38:22,A_16,D_2976,0,none
U_5269,U_2514,1915.36,2025-02-05 23:36:50,A_220,D_2034,0,none
U_3616,U_5854,1709.51,2025-01-08 16:42:22,A_200,D_2000,0,none
U_4737,U_8298,363.31,2025-02-05 04:18:05,A_366,D_4613,0,none
U_6273,U_4265,5655.87,2025-02-01 04:32:50,A_253,D_3745,0,none
U_9299,U_9830,1319.34,2025-02-02 03:53:07,A_173,D_637,0,none
U_5368,U_315,974.1,2025-02-11 18:54:36,A_201,D_1430,0,none
U_6928,U_2197,2090.22,2025-01-29 18:38:46,A_203,D_3200,0,none
U_1984,U_5733,6959.09,2025-02-08 11:12:50,A_66,D_3663,0,none
U_8382,U_6496,6640.44,2025-02-11 08:17:58,A_199,D_1910,0,none
U_234,U_2807,878.04,2025-02-11 20:40:10,A_2,D_2694,0,none
U_4184,U_2007,5406.73,2025-02-14 00:19:56,A_226,D_169,0,none
U_5894,U_1896,3531.54,2025-02-12 03:19:10,A_259,D_3137,0,none
U_8475,U_9811,1624.83,2025-02-05 19:28:10,A_295,D_4480,0,none
U_9024,U_1671,258.17,2025-01-16 18:31:23,A_9,D_450,0,none
U_8447,U_3580,3260.72,2025-01-27 10:17:32,A_349,D_251,0,none
U_5348,U_8337,1221.31,2025-02-06 20:52:51,A_178,D_1411,0,none
U_1339,U_6855,10.64,2025-01-13 03:23:59,A_265,D_4208,0,none
U_6185,U_8826,4434.15,2025-01-20 20:22:58,A_96,D_2646,0,none
U_5537,U_6876,261.45,2025-01-27 11:07:41,A_161,D_2198,0,none
U_4605,U_5309,880.3,2025-01-23 15:06:09,A_135,D_3274,0,none
U_222,U_5439,4432.08,2025-02-03 17:05:08,A_356,D_2654,0,none
U_9038,U_6122,130.16,2025-01-19 05:28:23,A_48,D_1827,0,none
U_5610,U_2570,987.07,2025-02-09 09:34:17,A_289,D_970,0,none
U_9394,U_3089,99.22,2025-02-13 23:38:11,A_211,D_4985,0,none
U_2589,U_6764,2826.08,2025-02-06 19:25:05,A_228,D_2849,0,none
U_6841,U_171,1993.85,2025-01-13 18:04:26,A_158,D_3430,0,none
U_6510,U_7796,1069.28,2025-01-26 16:11:53,A_122,D_1844,0,none
U_3948,U_4565,2777.19,2025-01-30 02:15:20,A_164,D_4396,0,none
U_417,U_9683,5821.3,2025-01-22 11:03:13,A_70,D_193,0,none
U_890,U_5279,38.23,2025-02-03 19:41:30,A_393,D_4889,0,none
U_9748,U_3316,5520.74,2025-02-07 02:11:56,A_173,D_4496,0,none
U_5832,U_2306,406.6,2025-01-30 06:11:44,A_299,D_2737,0,none
U_9159,U_9645,2921.75,2025-02-09 15:20:26,A_232,D_739,0,none
U_1191,U_4003,398.81,2025-01-18 10:00:03,A_325,D_1185,0,none
U_2196,U_249,4045.35,2025-02-03 12:07:06,A_283,D_596,0,none
U_3285,U_3455,3367.7,2025-01-06 10:58:43,A_12,D_900,1,business_fraud
U_1399,U_689,1719.87,2025-02-12 10:19:14,A_311,D_3617,0,none
U_4342,U_8485,2617.13,2025-01-25 00:52:54,A_141,D_4220,0,none
U_6583,U_1992,981.64,2025-01-28 07:47:18,A_303,D_2237,0,none
U_1589,U_1968,782.21,2025-01-22 04:02:13,A_106,D_4744,0,none
U_6758,U_8256,7201.3,2025-01-28 21:10:57,A_19,D_4204,0,none
U_4672,U_9867,1410.5,2025-02-07 05:10:55,A_393,D_2651,0,none
U_8346,U_118,3982.74,2025-01-21 15:56:22,A_258,D_3853,0,none
U_1397,U_8481,3457.83,2025-01-30 19:00:27,A_10,D_797,0,none
U_2417,U_3788,1088.76,2025-01-10 16:23:36,A_142,D_2447,0,none
U_2064,U_8978,311.8,2025-02-06 13:15:10,A_278,D_839,0,none
U_3061,U_1640,1395.31,2025-01-08 12:34:17,A_90,D_858,0,none
U_1722,U_4919,713.0699999999999,2025-01-04 10:10:19,A_367,D_3526,1,fast_cashout
U_7478,U_8530,1850.25,2025-02-13 10:37:05,A_255,D_455,0,none
U_7115,U_2904,751.71,2025-01-11 21:05:47,A_188,D_1974,0,none
U_2397,U_4960,794.33,2025-01-28 20:20:55,A_333,D_4054,0,none
U_552,U_3472,5661.5,2025-02-04 15:06:51,A_222,D_1661,1,loan_fraud
U_7483,U_2655,1850.09,2025-02-11 17:05:05,A_272,D_4643,0,none
U_1759,U_6098,11.02,2025-01-19 22:20:19,A_273,D_2257,0,none
U_1476,U_3930,599.52,2025-01-25 10:26:09,A_40,D_129,0,none
U_2506,U_4930,2292.78,2025-02-05 12:26:55,A_316,D_4055,0,none
U_9218,U_9385,1753.11,2025-01-27 03:38:25,A_74,D_4734,0,none
U_1616,U_9757,4221.55,2025-02-10 17:16:01,A_28,D_997,0,none
U_628,U_7818,1951.8,2025-01-07 06:01:59,A_199,D_3117,0,none
U_9475,U_2750,2899.03,2025-01-08 09:38:11,A_274,D_4325,0,none
U_503,U_3417,10394.16,2025-02-09 08:51:51,A_105,D_894,0,none
U_8350,U_4062,1407.52,2025-01-06 08:09:10,A_116,D_4963,0,none
U_9258,U_407,446.8,2025-01-06 12:13:11,A_236,D_1476,0,none
U_1577,U_8583,604.32,2025-01-29 22:52:12,A_399,D_4664,0,none
U_465,U_5034,2239.43,2025-01-04 15:34:35,A_352,D_2540,0,none
U_2089,U_5489,1916.04,2025-01-17 17:29:16,A_162,D_1658,0,none
U_5834,U_971,2036.53,2025-01-14 04:37:59,A_150,D_4029,0,none
U_8762,U_5039,662.34,2025-02-11 11:11:53,A_119,D_324,0,none
U_4552,U_7425,639.76,2025-02-03 10:12:40,A_120,D_631,0,none
U_4521,U_946,2195.16,2025-02-14 17:44:52,A_305,D_4015,0,none
U_637,U_8375,1757.85,2025-02-13 01:25:06,A_21,D_618,0,none
U_7327,U_5652,1106.66,2025-01-06 03:28:36,A_166,D_2346,0,none
U_8310,U_9524,2057.91,2025-01-24 01:52:09,A_99,D_1188,0,none
U_6259,U_7598,1855.24,2025-02-06 11:57:31,A_314,D_1093,0,none
U_1197,U_7356,1417.0,2025-01-10 18:03:07,A_84,D_4416,0,none
U_2485,U_8749,401.62,2025-01-26 18:27:03,A_207,D_2411,0,none
U_2290,U_2481,583.38,2025-01-08 18:11:06,A_287,D_3041,0,none
U_8063,U_9346,737.29,2025-01-26 05:37:17,A_259,D_4732,0,none
U_9217,U_7009,2571.05,2025-02-05 16:11:24,A_321,D_2630,0,none
U_4939,U_7200,1985.58,2025-02-12 07:53:11,A_215,D_3880,0,none
U_1335,U_4470,6.23,2025-02-05 01:07:14,A_194,D_4412,0,none
U_5158,U_2604,2844.8,2025-02-03 08:21:03,A_284,D_4475,0,none
U_5895,U_6114,2707.14,2025-01-01 02:09:53,A_134,D_3638,0,none
U_4951,U_9675,2837.96,2025-01-30 15:14:07,A_179,D_1124,0,none
U_5322,U_9493,291.04,2025-02-12 06:56:10,A_137,D_359,0,none
U_1319,U_6869,633.01,2025-01-09 11:47:24,A_349,D_2476,0,none
U_5644,U_5797,5293.49,2025-02-12 20:28:38,A_151,D_1130,0,none
U_1689,U_5057,63.18,2025-02-05 22:07:38,A_99,D_2890,0,none
U_3066,U_5416,312.37,2025-01-22 04:27:38,A_370,D_104,0,none
U_669,U_2625,1456.93,2025-01-05 13:36:55,A_178,D_2884,0,none
U_6768,U_1467,11120.33,2025-01-08 07:52:52,A_251,D_1675,0,none
U_5920,U_3103,1401.34,2025-01-14 03:20:54,A_83,D_3747,0,none
U_9974,U_5887,780.25,2025-01-15 16:43:43,A_142,D_2101,0,none
U_3944,U_1883,2870.98,2025-02-05 19:49:59,A_292,D_2444,0,none
U_3499,U_7090,2052.05,2025-02-10 23:39:25,A_190,D_371,0,none
U_6145,U_349,2860.82,2025-01-07 11:16:44,A_115,D_548,0,none
U_6178,U_4235,1066.7,2025-01-26 09:33:24,A_161,D_4371,0,none
U_4688,U_5065,3004.82,2025-02-01 06:58:04,A_173,D_886,0,none
U_8172,U_5844,1294.5,2025-02-05 02:45:22,A_206,D_1533,0,none
U_4879,U_2936,5694.83,2025-01-16 19:05:46,A_369,D_4333,0,none
U_6325,U_2353,2288.84,2025-01-20 06:52:26,A_383,D_13,0,none
U_6222,U_8775,3335.93,2025-01-12 13:43:32,A_378,D_3331,0,none
U_6910,U_5784,765.93,2025-02-09 10:56:11,A_338,D_2920,0,none
U_7404,U_6585,6337.29,2025-02-06 12:06:49,A_355,D_829,0,none
U_4758,U_7143,419.62,2025-01-11 15:02:49,A_295,D_1894,0,none
U_4834,U_7648,2339.1,2025-01-04 08:21:31,A_133,D_2428,0,none
U_325,U_9799,167.37,2025-01-21 03:25:03,A_135,D_4681,0,none
U_9072,U_9722,5755.53,2025-02-01 13:48:55,A_326,D_531,0,none
U_4366,U_3140,6897.03,2025-02-14 12:00:59,A_1,D_1021,0,none
U_9629,U_9928,1437.07,2025-01-12 01:41:00,A_264,D_3318,0,none
U_2104,U_3665,4037.23,2025-01-24 23:41:27,A_56,D_4468,0,none
U_7126,U_9436,246.42,2025-01-12 08:37:44,A_291,D_193,0,none
U_5671,U_4561,439.05,2025-01-16 19:22:20,A_299,D_3211,0,none
U_3967,U_8015,1436.62,2025-01-07 14:56:56,A_170,D_4350,0,none
U_9105,U_2674,2037.78,2025-01-08 20:41:44,A_392,D_480,1,mule_sim_swap
U_4247,U_3057,1312.5,2025-01-02 12:05:10,A_39,D_4839,0,none
U_5817,U_2779,673.43,2025-01-22 18:35:33,A_116,D_3529,0,none
U_4718,U_80,5851.99,2025-01-16 08:22:35,A_396,D_1249,0,none
U_7485,U_1454,3893.03,2025-01-02 22:52:40,A_235,D_4007,0,none
U_8914,U_7873,5853.69,2025-01-29 03:25:33,A_394,D_3512,0,none
U_2812,U_2140,1287.99,2025-01-25 07:07:23,A_11,D_217,0,none
U_6769,U_622,13187.04,2025-02-05 21:12:46,A_263,D_4826,0,none
U_9250,U_3565,2273.34,2025-02-02 15:13:26,A_277,D_2426,0,none
U_8753,U_6330,1630.56,2025-01-29 10:00:32,A_278,D_2314,1,fast_cashout
U_8671,U_9846,998.04,2025-01-30 13:48:40,A_263,D_371,0,none
U_7091,U_9056,1940.25,2025-02-05 19:08:44,A_44,D_1699,0,none
U_4002,U_6247,171.67,2025-02-12 12:16:23,A_369,D_2583,0,none
U_910,U_1588,5069.9,2025-01-17 14:03:37,A_107,D_986,0,none
U_8509,U_8135,1981.03,2025-01-20 21:30:08,A_113,D_3393,0,none
U_6302,U_2569,2177.97,2025-02-03 15:19:37,A_181,D_1770,0,none
U_1724,U_9826,1099.16,2025-01-21 04:02:56,A_391,D_450,1,loan_fraud
U_9178,U_8065,6338.7,2025-01-03 03:16:56,A_349,D_1621,0,none
U_7968,U_854,1435.71,2025-01-23 18:39:21,A_172,D_4728,0,none
U_8373,U_1139,1342.47,2025-02-12 02:12:30,A_118,D_1952,0,none
U_7918,U_8370,1706.85,2025-01-06 07:35:59,A_226,D_3102,0,none
U_7840,U_6888,595.6,2025-02-09 15:19:31,A_93,D_1924,0,none
U_5741,U_5002,3249.93,2025-02-11 00:59:59,A_84,D_2806,0,none
U_4739,U_7986,559.12,2025-01-02 06:14:56,A_16,D_475,0,none
U_5482,U_7599,2853.42,2025-01-19 10:44:48,A_339,D_2628,0,none
U_5278,U_3397,1326.98,2025-02-13 21:10:25,A_51,D_2213,0,none
U_1221,U_6251,301.31,2025-02-06 09:04:55,A_297,D_1735,0,none
U_4706,U_660,5021.47,2025-01-20 04:51:43,A_120,D_3616,0,none
U_400,U_3985,374.26,2025-01-07 06:40:28,A_345,D_1729,0,none
U_2839,U_1964,508.63,2025-01-05 16:14:15,A_376,D_1157,0,none
U_103,U_2602,351.24,2025-01-21 13:57:42,A_3,D_244,0,none
U_256,U_4580,2173.56,2025-02-01 21:34:27,A_261,D_4683,0,none
U_6690,U_71,793.08,2025-01-18 21:50:22,A_49,D_1157,0,none
U_8052,U_7724,377.49,2025-02-14 10:29:06,A_275,D_4531,0,none
U_6050,U_8849,3118.55,2025-01-30 14:32:03,A_320,D_2024,0,none
U_7612,U_3823,166.4,2025-01-11 09:20:58,A_37,D_2312,0,none
U_3685,U_5227,898.28,2025-01-25 16:11:06,A_373,D_502,0,none
U_7120,U_409,1425.28,2025-01-05 05:11:26,A_28,D_788,0,none
U_370,U_7463,639.51,2025-02-06 15:16:12,A_175,D_1154,0,none
U_6355,U_4897,1100.7,2025-01-06 03:58:31,A_172,D_2908,0,none
U_3006,U_339,1438.23,2025-02-04 04:37:10,A_58,D_798,0,none
U_7594,U_7342,427.04,2025-01-17 11:37:57,A_86,D_2585,0,none
U_5020,U_4298,3303.25,2025-01-31 14:00:29,A_368,D_1945,0,none
U_2848,U_7835,834.22,2025-01-15 17:04:45,A_38,D_2120,0,none
U_196,U_8429,247.63,2025-01-14 04:23:27,A_220,D_2025,0,none
U_1640,U_3804,431.36,2025-01-26 23:40:23,A_304,D_2030,0,none
U_5876,U_689,504.15,2025-01-10 01:30:04,A_200,D_3585,0,none
U_9454,U_2243,3142.83,2025-02-13 05:44:26,A_211,D_289,0,none
U_3187,U_7198,2500.26,2025-01-07 18:03:08,A_285,D_2506,0,none
U_1435,U_1008,370.99,2025-02-12 17:13:22,A_91,D_2666,0,none
U_4231,U_8049,517.41,2025-02-13 11:48:48,A_54,D_3731,0,none
U_4371,U_8833,6521.42,2025-01-22 06:37:16,A_77,D_1614,0,none
U_4631,U_7868,2425.6,2025-01-01 23:45:33,A_195,D_1413,0,none
U_6341,U_488,3967.63,2025-02-14 16:52:48,A_139,D_2665,0,none
U_2714,U_7860,105.03,2025-01-17 00:12:35,A_388,D_3662,0,none
U_2100,U_2521,2866.48,2025-01-15 07:07:24,A_77,D_3846,0,none
U_8980,U_958,842.67,2025-02-10 01:41:19,A_274,D_2205,0,none
U_0,U_6908,2248.32,2025-02-09 05:13:33,A_317,D_3840,0,none
U_7304,U_3695,1091.23,2025-02-05 13:44:44,A_229,D_3296,0,none
U_3481,U_9807,1039.86,2025-01-11 12:01:56,A_288,D_4677,0,none
U_4788,U_834,1240.37,2025-01-27 23:48:44,A_131,D_4530,0,none
U_9108,U_7083,323.67,2025-02-08 12:46:55,A_385,D_4494,0,none
U_1995,U_1961,330.65,2025-01-29 01:56:37,A_174,D_2161,0,none
U_7792,U_5832,1803.04,2025-01-31 14:36:02,A_327,D_1130,0,none
U_9486,U_5665,358.86,2025-02-07 08:57:03,A_27,D_409,0,none
U_498,U_3680,1202.48,2025-01-15 22:48:42,A_31,D_3375,0,none
U_4514,U_2061,3866.25,2025-01-09 07:51:51,A_129,D_1503,1,business_fraud
U_4691,U_940,1377.46,2025-02-08 16:32:27,A_26,D_3519,0,none
U_6334,U_5837,46.62,2025-02-14 03:28:27,A_172,D_4857,0,none
U_3876,U_4450,403.67,2025-01-28 08:33:03,A_119,D_2777,0,none
U_9393,U_9524,730.12,2025-02-07 16:57:49,A_176,D_2465,0,none
U_4696,U_5394,521.41,2025-02-09 04:11:57,A_110,D_3793,0,none
U_6814,U_8289,811.62,2025-01-09 22:55:17,A_200,D_3122,0,none
U_9700,U_4434,4371.83,2025-01-29 06:31:00,A_153,D_3423,0,none
U_4915,U_2359,114.28,2025-01-06 11:23:32,A_59,D_3857,0,none
U_9926,U_6780,927.12,2025-01-28 04:25:44,A_155,D_1935,1,loan_fraud
U_7449,U_7795,221.79,2025-01-19 22:46:54,A_129,D_4304,0,none
U_770,U_4265,3090.03,2025-01-05 17:21:44,A_105,D_4571,0,none
U_9353,U_6708,2596.86,2025-02-09 01:18:44,A_275,D_2382,0,none
U_3887,U_7034,1478.41,2025-02-05 03:15:41,A_71,D_1062,0,none
U_7511,U_8394,777.17,2025-02-08 19:27:21,A_45,D_880,0,none
U_5686,U_6428,2807.14,2025-02-09 00:22:46,A_45,D_3404,0,none
U_8398,U_1362,1569.23,2025-01-13 12:32:58,A_41,D_523,0,none
U_6597,U_2810,2065.29,2025-02-05 16:23:52,A_271,D_3519,0,none
U_219,U_7617,1014.64,2025-01-31 12:07:59,A_230,D_4154,0,none
U_7227,U_4232,1009.61,2025-01-24 01:49:38,A_23,D_1772,0,none
U_1526,U_7107,4146.45,2025-01-25 20:17:46,A_233,D_150,0,none
U_8238,U_5267,2001.75,2025-01-11 02:40:13,A_312,D_3526,0,none
U_2534,U_6240,1779.99,2025-02-06 15:50:06,A_378,D_3625,0,none
U_9322,U_3887,4016.56,2025-02-07 07:43:15,A_218,D_3776,0,none
U_9670,U_4307,2100.91,2025-01-22 22:09:37,A_119,D_4451,0,none
U_9798,U_4145,430.38,2025-01-13 17:59:18,A_155,D_4758,0,none
U_5351,U_4093,569.34,2025-01-06 15:40:48,A_216,D_3714,0,none
U_8778,U_1002,8087.97,2025-01-04 11:03:32,A_373,D_308,0,none
U_6497,U_7285,2132.92,2025-02-08 01:30:33,A_189,D_2176,0,none
U_1238,U_3735,216.87,2025-01-16 00:50:59,A_297,D_2823,0,none
U_7208,U_9593,494.25,2025-02-10 23:12:42,A_274,D_965,0,none
U_9289,U_6911,995.24,2025-01-24 20:41:51,A_393,D_4280,0,none
U_5095,U_2886,1352.41,2025-02-01 01:19:26,A_53,D_1736,0,none
U_3369,U_7854,1286.44,2025-02-06 10:11:17,A_35,D_1874,0,none
U_2450,U_7485,2109.34,2025-02-03 04:36:40,A_72,D_4489,0,none
U_4009,U_7308,803.67,2025-01-31 12:50:47,A_383,D_1935,0,none
U_17,U_8345,3170.01,2025-01-02 15:00:36,A_285,D_1149,0,none
U_980,U_2104,504.83,2025-01-31 15:26:36,A_219,D_1702,1,mule_sim_swap
U_5341,U_7579,1324.82,2025-01-28 17:33:13,A_107,D_1525,0,none
U_5051,U_9010,6415.72,2025-01-17 11:13:20,A_285,D_3497,0,none
U_6462,U_3776,3684.99,2025-02-14 06:12:00,A_257,D_774,0,none
U_4616,U_2666,2833.78,2025-01-14 23:54:28,A_46,D_3476,0,none
U_4393,U_1332,865.05,2025-02-14 03:49:36,A_381,D_3619,0,none
U_2347,U_4632,19.91,2025-02-07 16:09:42,A_183,D_1773,0,none
U_5008,U_5088,9962.4,2025-02-03 13:14:21,A_177,D_667,0,none
U_1592,U_8235,4812.16,2025-02-08 05:21:58,A_383,D_4263,0,none
U_5235,U_7763,6704.48,2025-01-20 13:46:11,A_326,D_2966,0,none
U_8540,U_4369,4154.79,2025-02-02 23:51:10,A_16,D_3249,0,none
U_437,U_4694,323.79,2025-01-08 15:37:36,A_266,D_3654,0,none
U_657,U_2223,3596.7,2025-02-12 14:53:15,A_64,D_3847,0,none
U_8005,U_4018,2959.62,2025-01-20 18:36:38,A_253,D_4099,0,none
U_5048,U_9466,171.77,2025-02-06 17:49:36,A_334,D_82,0,none
U_6597,U_1619,805.86,2025-01-02 07:03:45,A_75,D_4172,0,none
U_1321,U_25,2135.04,2025-01-01 15:29:59,A_373,D_4876,0,none
U_2317,U_8871,338.11,2025-01-05 10:30:08,A_176,D_678,0,none
U_1895,U_2952,2240.51,2025-02-12 23:52:26,A_16,D_3740,0,none
U_3424,U_9538,1245.57,2025-01-23 16:48:39,A_97,D_4279,0,none
U_5730,U_4231,627.96,2025-01-31 10:28:49,A_79,D_4422,0,none
U_478,U_6134,1714.01,2025-02-07 23:57:54,A_166,D_3132,0,none
U_3352,U_6136,2462.17,2025-01-24 23:16:03,A_351,D_4181,0,none
U_9241,U_4280,3268.96,2025-01-03 17:23:26,A_229,D_2569,0,none
U_8028,U_8483,107.93,2025-01-31 06:24:13,A_193,D_2431,0,none
U_4125,U_975,438.34,2025-01-05 13:58:27,A_352,D_850,0,none
U_2749,U_5024,1380.49,2025-01-16 21:23:28,A_374,D_2003,0,none
U_1997,U_2323,37.7,2025-01-13 01:49:55,A_100,D_2513,0,none
U_464,U_7635,1243.3,2025-02-07 06:04:58,A_388,D_1178,0,none
U_9841,U_216,68.53,2025-01-22 04:44:49,A_237,D_2744,0,none
U_8811,U_776,51.26,2025-01-08 01:26:23,A_396,D_4373,0,none
U_8290,U_3620,4529.4,2025-01-04 21:23:15,A_197,D_1734,0,none
U_9948,U_9589,1135.41,2025-01-18 00:12:06,A_271,D_1755,0,none
U_5217,U_547,1411.31,2025-01-04 06:31:35,A_27,D_3675,0,none
U_7123,U_560,4744.34,2025-02-05 08:12:29,A_83,D_3806,0,none
U_3097,U_53,3371.07,2025-01-03 11:21:55,A_178,D_110,0,none
U_7775,U_6095,545.96,2025-01-06 17:56:38,A_169,D_1395,0,none
U_5967,U_3544,868.83,2025-01-20 22:29:50,A_309,D_1929,0,none
U_5776,U_3362,1170.91,2025-01-17 10:41:28,A_343,D_253,0,none
U_6017,U_2222,7262.95,2025-02-02 14:33:39,A_79,D_8,0,none
U_335,U_9089,712.41,2025-01-14 06:06:06,A_154,D_2871,0,none
U_1298,U_6265,4162.9,2025-01-10 09:58:29,A_341,D_3800,1,loan_fraud
U_6451,U_3914,553.24,2025-02-02 11:17:29,A_355,D_2179,0,none
U_1251,U_5479,11.14,2025-01-03 10:30:55,A_244,D_1335,0,none
U_1231,U_3978,6381.04,2025-01-18 00:38:40,A_268,D_2227,0,none
U_411,U_9042,1483.59,2025-01-24 00:12:19,A_0,D_1268,0,none
U_512,U_3334,1468.91,2025-01-20 17:18:05,A_78,D_1921,0,none
U_2966,U_1039,677.05,2025-01-30 20:33:25,A_45,D_303,0,none
U_2833,U_8446,3749.96,2025-01-10 07:50:46,A_313,D_3232,0,none
U_645,U_2186,7926.66,2025-01-19 18:11:36,A_31,D_1844,0,none
U_2124,U_866,3439.95,2025-02-05 03:19:43,A_302,D_2335,0,none
U_9041,U_6630,8438.57,2025-01-28 00:19:06,A_268,D_4472,0,none
U_425,U_3243,1848.25,2025-02-10 02:27:41,A_6,D_2446,0,none
U_877,U_8066,712.86,2025-01-13 12:35:00,A_127,D_4559,0,none
U_1554,U_2598,4385.39,2025-02-04 12:35:33,A_215,D_1090,0,none
